row_id,subject_id,subject,profession_en,profession_tr,birthplace_en,birthplace_tr,residence_en,residence_tr,field_of_study_en,field_of_study_tr,works_in_industry_en,works_in_industry_tr,name_type,name_rarity_bucket,popularity_rank,popularity_bucket,profession_frequency_bucket,birthplace_frequency_bucket,residence_frequency_bucket,field_of_study_frequency_bucket,works_in_industry_frequency_bucket,branch_group
R03611,S03611,Ergün Ellialtı,Social worker,Sosyal hizmet uzmanı,San Antonio,San Antonio,Chicago,Chicago,anthropology,antropoloji,advertising,reklam,turkish_like,common,4712,low,low,low,low,low,low,B
R03612,S03612,Ferhan Suvari,Postal worker,Postacı,Izmir,İzmir,Charlotte,Charlotte,literature,edebiyat,groceries,gıda,turkish_like,rare,3651,low,low,low,low,low,low,B
R03613,S03613,Raşan Aydıner,Sewer worker,Kanalizasyon işçisi,Oklahoma City,Oklahoma City,Detroit,Detroit,ecology,ekoloji,fabrication,imalat,turkish_like,medium,5000,low,low,low,low,low,low,B
R03614,S03614,Güldehen Elbüken,Marketing specialist,Pazarlama uzmanı,Gaziantep,Gaziantep,Istanbul,İstanbul,teaching,didaktik,textiles,tekstil,turkish_like,common,2564,low,low,low,low,low,low,A
R03615,S03615,Coletta King,Purchasing specialist,Satın alma uzmanı,Hatay,Hatay,Adana,Adana,quantitative methods,matematik,space,uzay,english_like,common,2960,low,low,low,low,low,low,B
R03616,S03616,Berrin Altaş,Nurse,Hemşire,Philadelphia,Philadelphia,Fresno,Fresno,electricity,elektrik,retail,perakende,turkish_like,medium,1552,medium,medium,low,low,medium,medium,B
R03617,S03617,Norine Cassidy,Postal worker,Postacı,Chula Vista,Chula Vista,Ordu,Ordu,law,hukuk,healthcare,tıp,english_like,rare,3276,low,low,low,low,low,low,A
R03618,S03618,Vedat Demiröz,Ship captain,Gemi kaptanı,Sanliurfa,Şanlıurfa,Adana,Adana,computing,bilişim,law,hukuk,turkish_like,medium,3069,low,low,low,low,low,low,B
R03619,S03619,Madella Whitlock,Photographer,Fotoğrafçı,Manisa,Manisa,Diyarbakir,Diyarbakır,psychology,psikoloji,recreation,egzersiz,english_like,rare,865,medium,medium,low,low,medium,medium,A
R03620,S03620,Sebahat Tepe,Lawyer,Avukat,Raleigh,Raleigh,Jacksonville,Jacksonville,statistics,istatistik,electrical,elektrik,turkish_like,medium,86,high,high,medium,medium,high,high,A
R03621,S03621,Aydın Özaslan,Dietitian,Diyetisyen,Santa Ana,Santa Ana,Raleigh,Raleigh,history,tarih,investment,yatirim,turkish_like,medium,3686,low,low,low,low,low,low,B
R03622,S03622,Beverlee Mullins,Television presenter,Televizyon sunucusu,Raleigh,Raleigh,San Jose,San Jose,management,yönetim,pharmaceuticals,ilaç,english_like,common,820,medium,medium,low,low,medium,medium,A
R03623,S03623,Carrie Hurst,Television presenter,Televizyon sunucusu,Dallas,Dallas,Seattle,Seattle,law,hukuk,energy,enerji,english_like,common,663,medium,medium,low,low,medium,medium,B
R03624,S03624,Fahri Daraman,Advertising professional,Reklamcı,New York,New York,Los Angeles,Los Angeles,music,müzik,space,uzay,turkish_like,rare,3652,low,low,low,low,low,low,B
R03625,S03625,Tuğsem İlkay,Bus driver,Otobüs şoförü,Hialeah,Hialeah,Las Vegas,Las Vegas,physics,fizik,media,medya,turkish_like,common,4329,low,low,low,low,low,low,A
R03626,S03626,Robbin Jimenez,Boxer,Boksör,New York,New York,Tucson,Tucson,design,dizayn,media,medya,english_like,medium,777,medium,medium,low,low,medium,medium,A
R03627,S03627,Kriste Lockhart,DJ,DJ,Los Angeles,Los Angeles,Dallas,Dallas,business,işletme,architecture,mimarlık,english_like,medium,1959,medium,medium,low,low,medium,medium,B
R03628,S03628,Dinnie Oliver,Customer service representative,Müşteri hizmetleri temsilcisi,Hatay,Hatay,Diyarbakir,Diyarbakır,animal care,hayvan,automotive,otomotiv,english_like,medium,4001,low,low,low,low,low,low,B
R03629,S03629,Nazan Issı,Teacher,Öğretmen,New York,New York,Diyarbakir,Diyarbakır,media studies,basın,retail,perakende,turkish_like,rare,1273,medium,medium,low,low,medium,medium,A
R03630,S03630,Ferda Ayman,Postal worker,Postacı,Istanbul,İstanbul,Sanliurfa,Şanlıurfa,economics,ekonomi,research,bilim,turkish_like,common,3100,low,low,low,low,low,low,A
R03631,S03631,Sıdıka Kayayurt,University professor,Üniversite profesörü,Chicago,Chicago,Baltimore,Baltimore,teaching,didaktik,security,güvenlik,turkish_like,medium,2035,low,low,low,low,low,low,A
R03632,S03632,Ömür Batçık,Factory worker,Fabrika işçisi,Gaziantep,Gaziantep,Konya,Konya,logistics,lojistik,welfare,refah,turkish_like,medium,4847,low,low,low,low,low,low,A
R03633,S03633,Hicran Tantekin,Doctor,Doktor,Aydin,Aydın,Mardin,Mardin,social care,bakım,entertainment,eğlence,turkish_like,medium,45,high,high,medium,medium,high,high,A
R03634,S03634,Deram Toptaş,Pastry chef,Pastacı,Adana,Adana,Antalya,Antalya,medicine,tıp,accounting,muhasebe,turkish_like,rare,3111,low,low,low,low,low,low,B
R03635,S03635,Hale Selçuk,Meteorologist,Meteorolog,Raleigh,Raleigh,Portland,Portland,dental studies,diş,fashion,moda,turkish_like,common,4165,low,low,low,low,low,low,A
R03636,S03636,Ayşen Kaya,Copywriter,Metin yazarı,Istanbul,İstanbul,Gaziantep,Gaziantep,linguistics,dilbilim,gaming,oyun,turkish_like,common,3499,low,low,low,low,low,low,A
R03637,S03637,Athena Schwartz,Economist,Ekonomist,Istanbul,İstanbul,Van,Van,medicine,tıp,tourism,turizm,english_like,common,2529,low,low,low,low,low,low,A
R03638,S03638,Bessie Rowe,Caregiver,Hasta bakıcı,Jacksonville,Jacksonville,St. Petersburg,St. Petersburg,exercise science,hareket,welfare,refah,english_like,common,3697,low,low,low,low,low,low,B
R03639,S03639,Lilith Butcher,Finance specialist,Finans uzmanı,Gilbert,Gilbert,Houston,Houston,marketing,pazarlama,farming,tarım,english_like,rare,2419,low,low,low,low,low,low,B
R03640,S03640,Saadet Fidan,Optician,Optisyen,Los Angeles,Los Angeles,New Orleans,New Orleans,business,işletme,groceries,gıda,turkish_like,medium,4727,low,low,low,low,low,low,A
R03641,S03641,Dilek Filizay,Scientist,Bilim insanı,Mardin,Mardin,Kayseri,Kayseri,ecology,ekoloji,chemicals,kimya,turkish_like,medium,1507,medium,medium,low,low,medium,medium,A
R03642,S03642,Noreen Arrington,Voice actor,Seslendirme sanatçısı,Bursa,Bursa,Aydin,Aydın,diplomacy,diplomasi,engineering,teknik,english_like,rare,2080,low,low,low,low,low,low,B
R03643,S03643,Bellina Crocker,Photographer,Fotoğrafçı,Antalya,Antalya,Mersin,Mersin,media studies,basın,gaming,oyun,english_like,medium,2486,low,low,low,low,low,low,A
R03644,S03644,Marrissa Larsen,Agricultural worker,Tarım işçisi,Miami,Miami,Tulsa,Tulsa,accounting,muhasebe,books,yayın,english_like,medium,4962,low,low,low,low,low,low,B
R03645,S03645,Marissa Moon,Film director,Film yönetmeni,Fort Wayne,Fort Wayne,Chicago,Chicago,philosophy,felsefe,banking,finans,english_like,medium,128,high,high,medium,medium,high,high,B
R03646,S03646,Şeyma Dağ,Surgeon,Cerrah,Istanbul,İstanbul,Mardin,Mardin,literature,edebiyat,communications,telekom,turkish_like,medium,3646,low,low,low,low,low,low,A
R03647,S03647,Simender Balaban,Racing driver,Otomobil yarışçısı,Izmir,İzmir,Trabzon,Trabzon,architecture,mimarlık,fashion,moda,turkish_like,medium,2306,low,low,low,low,low,low,B
R03648,S03648,Harun Efe,Economist,Ekonomist,Kocaeli,Kocaeli,Gaziantep,Gaziantep,anthropology,antropoloji,tourism,turizm,turkish_like,medium,1037,medium,medium,low,low,medium,medium,B
R03649,S03649,Chelsea Nichols,Purchasing specialist,Satın alma uzmanı,Dallas,Dallas,Greensboro,Greensboro,data analytics,veri bilimi,arts,sanat,english_like,common,4271,low,low,low,low,low,low,A
R03650,S03650,Mesude Gümüşay,Warehouse manager,Depo yöneticisi,San Francisco,San Francisco,Anaheim,Anaheim,construction,inşaat,accounting,muhasebe,turkish_like,common,4006,low,low,low,low,low,low,A
R03651,S03651,Cleo House,Photographer,Fotoğrafçı,Izmir,İzmir,Gaziantep,Gaziantep,theatre,tiyatro,government,kamu,english_like,medium,655,medium,medium,low,low,medium,medium,A
R03652,S03652,Simge Karacan,Journalist,Gazeteci,Oakland,Oakland,Houston,Houston,exercise science,hareket,timber,orman,turkish_like,medium,1792,medium,medium,low,low,medium,medium,B
R03653,S03653,Çağdaş Akkan,Waiter,Garson,San Jose,San Jose,New York,New York,data analytics,veri bilimi,insurance,sigorta,turkish_like,rare,2648,low,low,low,low,low,low,B
R03654,S03654,Işıl Siğa,Anthropologist,Antropolog,Kocaeli,Kocaeli,Konya,Konya,tourism,turizm,energy,enerji,turkish_like,common,4651,low,low,low,low,low,low,B
R03655,S03655,Marthe Short,Fashion designer,Moda tasarımcısı,Sakarya,Sakarya,Istanbul,İstanbul,agriculture,tarım,research,bilim,english_like,medium,810,medium,medium,low,low,medium,medium,B
R03656,S03656,Nazım Halhallı,Human resources specialist,İnsan kaynakları uzmanı,Istanbul,İstanbul,Konya,Konya,governance,kamu,catering,yemek,turkish_like,common,3018,low,low,low,low,low,low,A
R03657,S03657,Nance Grubbs,Astronaut,Astronot,Albuquerque,Albuquerque,Detroit,Detroit,communication,medya,infrastructure,altyapı,english_like,rare,1217,medium,medium,low,low,medium,medium,B
R03658,S03658,Coşkun Hodjaoglu,Truck driver,Kamyon şoförü,Colorado Springs,Colorado Springs,Dallas,Dallas,quantitative methods,matematik,maritime,deniz,turkish_like,common,4184,low,low,low,low,low,low,A
R03659,S03659,Harun Etleç,Software engineer,Yazılım mühendisi,Baton Rouge,Baton Rouge,Las Vegas,Las Vegas,biology,biyoloji,engineering,teknik,turkish_like,medium,2338,low,low,low,low,low,low,A
R03660,S03660,Ülkü İnce,Basketball player,Basketbolcu,Ankara,Ankara,Malatya,Malatya,fiscal studies,maliye,consulting,strateji,turkish_like,common,253,high,high,medium,medium,high,high,A
R03661,S03661,Betül Öztürkeri,Fisherman,Balıkçı,Winston-Salem,Winston-Salem,San Diego,San Diego,fiscal studies,maliye,extraction,maden,turkish_like,medium,3289,low,low,low,low,low,low,B
R03662,S03662,Bengü Başkak,Secretary,Sekreter,Konya,Konya,Mersin,Mersin,agriculture,tarım,property,emlak,turkish_like,medium,4160,low,low,low,low,low,low,A
R03663,S03663,Deniz Kadak,Landscape architect,Peyzaj mimarı,Fort Worth,Fort Worth,Anchorage,Anchorage,film studies,sinema,automotive,otomotiv,turkish_like,common,4405,low,low,low,low,low,low,B
R03664,S03664,Carroll Rogers,Ship captain,Gemi kaptanı,Samsun,Samsun,Ankara,Ankara,film studies,sinema,software,teknoloji,english_like,common,3135,low,low,low,low,low,low,B
R03665,S03665,Mazlum Öztürkeri,Secretary,Sekreter,Tekirdag,Tekirdağ,Ankara,Ankara,forestry,ormanlar,airlines,uçuş,turkish_like,rare,2360,low,low,low,low,low,low,B
R03666,S03666,Meghann Wolfe,Social media influencer,Sosyal medya fenomeni,St. Louis,St. Louis,Austin,Austin,diplomacy,diplomasi,government,kamu,english_like,medium,1019,medium,medium,low,low,medium,medium,B
R03667,S03667,Ayşegül Sari,Emergency medical technician,Acil tıp teknisyeni,Manisa,Manisa,Istanbul,İstanbul,theatre,tiyatro,arts,sanat,turkish_like,common,2075,low,low,low,low,low,low,B
R03668,S03668,Ranice Rutledge,Translator,Çevirmen,Istanbul,İstanbul,Kocaeli,Kocaeli,logistics,lojistik,airlines,uçuş,english_like,rare,1361,medium,medium,low,low,medium,medium,B
R03669,S03669,Muhammed Tüfenk,Television presenter,Televizyon sunucusu,Antalya,Antalya,Ankara,Ankara,geography,coğrafya,chemicals,kimya,turkish_like,medium,1218,medium,medium,low,low,medium,medium,B
R03670,S03670,Charin Crocker,Software engineer,Yazılım mühendisi,Izmir,İzmir,Ordu,Ordu,accounting,muhasebe,investment,yatirim,english_like,medium,700,medium,medium,low,low,medium,medium,B
R03671,S03671,Ali Bozarslan,Occupational therapist,Ergoterapist,Boston,Boston,Los Angeles,Los Angeles,forestry,ormanlar,consulting,strateji,turkish_like,common,4766,low,low,low,low,low,low,B
R03672,S03672,Devi Garrett,Musician,Müzisyen,Baton Rouge,Baton Rouge,Dallas,Dallas,computing,bilişim,academia,akademi,english_like,common,99,high,high,medium,medium,high,high,B
R03673,S03673,Kenan Nurçin,Bus driver,Otobüs şoförü,Istanbul,İstanbul,Adana,Adana,politics,siyaset,recreation,egzersiz,turkish_like,common,4511,low,low,low,low,low,low,A
R03674,S03674,Selahattin Sevinç,Actor,Oyuncu,Cincinnati,Cincinnati,Van,Van,cultural analysis,sosyal,law,hukuk,turkish_like,medium,1185,medium,medium,low,low,medium,medium,B
R03675,S03675,Bidget Mcguire,Teacher,Öğretmen,Diyarbakir,Diyarbakır,Istanbul,İstanbul,nursing,hemşirelik,construction,inşaat,english_like,common,1377,medium,medium,low,low,medium,medium,B
R03676,S03676,Feza Okçu,Writer,Yazar,Adana,Adana,Kayseri,Kayseri,tourism,turizm,extraction,maden,turkish_like,rare,2602,low,low,low,low,low,low,A
R03677,S03677,Barbabra Carroll,Postal worker,Postacı,Mugla,Muğla,Trabzon,Trabzon,statistics,istatistik,property,emlak,english_like,common,4394,low,low,low,low,low,low,A
R03678,S03678,Handan Demirdağ,Accountant,Muhasebeci,Riverside,Riverside,Sanliurfa,Şanlıurfa,governance,kamu,logistics,lojistik,turkish_like,rare,2426,low,low,low,low,low,low,B
R03679,S03679,Binnie Hogan,Fashion stylist,Moda stilisti,Washington,Washington,Plano,Plano,construction,inşaat,construction,inşaat,english_like,common,4203,low,low,low,low,low,low,A
R03680,S03680,İnanç Özek,Paramedic,Paramedik,El Paso,El Paso,Denizli,Denizli,physics,fizik,infrastructure,altyapı,turkish_like,rare,2789,low,low,low,low,low,low,A
R03681,S03681,Betsy Hardin,Fisherman,Balıkçı,Denizli,Denizli,Izmir,İzmir,chemistry,kimya,advertising,reklam,english_like,common,3370,low,low,low,low,low,low,A
R03682,S03682,Mutlu Çetinkor,Company executive (CEO),Şirket yöneticisi (CEO),Balikesir,Balıkesir,Afyonkarahisar,Afyonkarahisar,nursing,hemşirelik,railways,demiryolu,turkish_like,common,1533,medium,medium,low,low,medium,medium,B
R03683,S03683,Blakeley Mcdonald,Judge,Hâkim,Izmir,İzmir,Diyarbakir,Diyarbakır,software,programlama,hotels,otel,english_like,common,377,high,high,medium,medium,high,high,B
R03684,S03684,Özlem Karademir,Economist,Ekonomist,San Francisco,San Francisco,Afyonkarahisar,Afyonkarahisar,software,programlama,books,yayın,turkish_like,common,1352,medium,medium,low,low,medium,medium,B
R03685,S03685,Bilal Duyan,Logistics specialist,Lojistik uzmanı,Ordu,Ordu,Kansas City,Kansas City,management,yönetim,timber,orman,turkish_like,rare,4134,low,low,low,low,low,low,B
R03686,S03686,Marcille Clark,Entrepreneur,Girişimci,Manisa,Manisa,Adana,Adana,marketing,pazarlama,entertainment,eğlence,english_like,medium,157,high,high,medium,medium,high,high,B
R03687,S03687,Aundrea Blount,Tennis player,Tenisçi,Memphis,Memphis,Kayseri,Kayseri,mechanics,mekanik,academia,akademi,english_like,medium,1972,medium,medium,low,low,medium,medium,A
R03688,S03688,Bengü Elverdi,Film producer,Sinema yapımcısı,Sanliurfa,Şanlıurfa,Bursa,Bursa,biology,biyoloji,security,güvenlik,turkish_like,common,3345,low,low,low,low,low,low,B
R03689,S03689,Raina Patel,Biologist,Biyolog,Hatay,Hatay,Detroit,Detroit,archaeology,arkeoloji,waste,atık,english_like,medium,1335,medium,medium,low,low,medium,medium,A
R03690,S03690,Bethina Tanner,Caregiver,Hasta bakıcı,Philadelphia,Philadelphia,Seattle,Seattle,electricity,elektrik,railways,demiryolu,english_like,common,3820,low,low,low,low,low,low,A
R03691,S03691,Shaine Murphy,Psychologist,Psikolog,Lexington-Fayette,Lexington-Fayette,Kayseri,Kayseri,economics,ekonomi,farming,tarım,english_like,medium,1665,medium,medium,low,low,medium,medium,B
R03692,S03692,Charis Cahill,Fashion designer,Moda tasarımcısı,Kahramanmaras,Kahramanmaraş,Los Angeles,Los Angeles,social care,bakım,hotels,otel,english_like,medium,1709,medium,medium,low,low,medium,medium,B
R03693,S03693,Cordy Bowen,Politician,Politikacı,Mersin,Mersin,Kayseri,Kayseri,politics,siyaset,trade,ticaret,english_like,common,56,high,high,medium,medium,high,high,A
R03694,S03694,Cecily Holloway,Psychiatrist,Psikiyatrist,Konya,Konya,Manisa,Manisa,mechanics,mekanik,healthcare,tıp,english_like,common,1811,medium,medium,low,low,medium,medium,A
R03695,S03695,Bebe Lehman,Office manager,Ofis yöneticisi,Indianapolis,Indianapolis,Chicago,Chicago,communication,medya,insurance,sigorta,english_like,medium,4041,low,low,low,low,low,low,A
R03696,S03696,Remziye Arkan,Makeup artist,Makyaj sanatçısı,Milwaukee,Milwaukee,Buffalo,Buffalo,design,dizayn,textiles,tekstil,turkish_like,common,3925,low,low,low,low,low,low,B
R03697,S03697,Belvia Robbins,Truck driver,Kamyon şoförü,Mersin,Mersin,Mardin,Mardin,philosophy,felsefe,catering,yemek,english_like,common,3096,low,low,low,low,low,low,A
R03698,S03698,Blair Zimmerman,Certified public accountant,Mali müşavir,Madison,Madison,Washington,Washington,cultural analysis,sosyal,software,teknoloji,english_like,common,2324,low,low,low,low,low,low,A
R03699,S03699,Malinda Varner,Football manager,Futbol teknik direktörü,Jersey City,Jersey City,Sakarya,Sakarya,history,tarih,waste,atık,english_like,rare,559,medium,medium,low,low,medium,medium,B
R03700,S03700,Abdulkerim Ülger,Sports referee,Spor hakemi,Bursa,Bursa,Portland,Portland,chemistry,kimya,electrical,elektrik,turkish_like,rare,4857,low,low,low,low,low,low,A
R03701,S03701,Coşkun Bayana,Academic,Akademisyen,Phoenix,Phoenix,Reno,Reno,pharmacy,ilaç,books,yayın,turkish_like,medium,3638,low,low,low,low,low,low,A
R03702,S03702,Adil Yüzer,Flight attendant,Kabin memuru,Los Angeles,Los Angeles,Tulsa,Tulsa,mechanics,mekanik,retail,perakende,turkish_like,rare,2620,low,low,low,low,low,low,A
R03703,S03703,Gülbahar Baysoy,Actor,Oyuncu,Sanliurfa,Şanlıurfa,Istanbul,İstanbul,accounting,muhasebe,fashion,moda,turkish_like,common,368,high,high,medium,medium,high,high,B
R03704,S03704,Füsun Gülcan,Machinery technician,Makine teknisyeni,Ankara,Ankara,Malatya,Malatya,politics,siyaset,accounting,muhasebe,turkish_like,medium,4888,low,low,low,low,low,low,A
R03705,S03705,Mirabella Cook,Makeup artist,Makyaj sanatçısı,Istanbul,İstanbul,Antalya,Antalya,nursing,hemşirelik,media,medya,english_like,medium,3034,low,low,low,low,low,low,A
R03706,S03706,Nursel Demirel,Dentist,Diş hekimi,Chicago,Chicago,Raleigh,Raleigh,logistics,lojistik,infrastructure,altyapı,turkish_like,common,2508,low,low,low,low,low,low,A
R03707,S03707,Mehri Yasa,Urban planner,Şehir plancısı,Mersin,Mersin,Istanbul,İstanbul,linguistics,dilbilim,engineering,teknik,turkish_like,common,4627,low,low,low,low,low,low,A
R03708,S03708,Ennur Bükülmez,Racing driver,Otomobil yarışçısı,Denizli,Denizli,Istanbul,İstanbul,cultural analysis,sosyal,energy,enerji,turkish_like,medium,3196,low,low,low,low,low,low,B
R03709,S03709,Semra Erden,Physiotherapist,Fizyoterapist,Samsun,Samsun,Ankara,Ankara,geography,coğrafya,automotive,otomotiv,turkish_like,common,2414,low,low,low,low,low,low,B
R03710,S03710,Cecelia Singleton,Environmental engineer,Çevre mühendisi,Hatay,Hatay,Bursa,Bursa,history,tarih,chemicals,kimya,english_like,common,3326,low,low,low,low,low,low,A
R03711,S03711,Evren İlbay,Television presenter,Televizyon sunucusu,Plano,Plano,Dallas,Dallas,animal care,hayvan,investment,yatirim,turkish_like,medium,131,high,high,medium,medium,high,high,A
R03712,S03712,Kemal Karçin,Boxer,Boksör,Ankara,Ankara,Konya,Konya,diplomacy,diplomasi,chemicals,kimya,turkish_like,rare,1870,medium,medium,low,low,medium,medium,B
R03713,S03713,İsmail Bulut,Mobile application developer,Mobil uygulama geliştiricisi,Chandler,Chandler,Kansas City,Kansas City,media studies,basın,healthcare,tıp,turkish_like,common,3891,low,low,low,low,low,low,B
R03714,S03714,Nani Shields,Paramedic,Paramedik,Houston,Houston,Indianapolis,Indianapolis,philosophy,felsefe,welfare,refah,english_like,medium,2702,low,low,low,low,low,low,A
R03715,S03715,Gülperi Bahçebaşı,Fashion designer,Moda tasarımcısı,Chesapeake,Chesapeake,San Francisco,San Francisco,pharmacy,ilaç,waste,atık,turkish_like,common,2235,low,low,low,low,low,low,A
