subject_id,subject,block_id,field_of_study_en,field_of_study_tr,field_source_taxonomy,field_source_category,works_in_industry_en,works_in_industry_tr,industry_source_taxonomy,industry_source_category,profession_category,branch_group,name_type,name_rarity_bucket,popularity_bucket,field_seed,industry_seed,industry_repair_swaps
S03806,Desiree Christensen,B39,teaching,didaktik,ISCED-F 2013,0111 Education science,automotive,otomotiv,NACE Rev. 2.1,C29 Manufacture of motor vehicles,entertainment,A,english_like,common,low,2026071101,2026071102,6
S03807,Meral Tepe,B39,construction,inşaat,ISCED-F 2013,0732 Building and civil engineering,biotech,biyoloji,NACE Rev. 2.1,M72 Scientific research and development,entertainment,A,turkish_like,medium,high,2026071101,2026071102,6
S03808,Becka Munoz,B39,politics,siyaset,ISCED-F 2013,0312 Political sciences and civics,groceries,gıda,NACE Rev. 2.1,C10 Manufacture of food products,entertainment,A,english_like,common,medium,2026071101,2026071102,6
S03809,Tedra Bird,B39,quantitative methods,matematik,ISCED-F 2013,0541 Mathematics,biotech,biyoloji,NACE Rev. 2.1,M72 Scientific research and development,general,B,english_like,rare,low,2026071101,2026071102,6
S03810,Maddie Bliss,B39,physics,fizik,ISCED-F 2013,0533 Physics,electrical,elektrik,NACE Rev. 2.1,C26 Manufacture of computer electronic and optical products,entertainment,A,english_like,rare,high,2026071101,2026071102,6
S03811,Cherye Law,B39,statistics,istatistik,ISCED-F 2013,0542 Statistics,gaming,oyun,NACE Rev. 2.1,J58 Publishing of computer games,entertainment,A,english_like,medium,high,2026071101,2026071102,6
S03812,Tess Nadeau,B39,teaching,didaktik,ISCED-F 2013,0111 Education science,property,emlak,NACE Rev. 2.1,L Real estate activities,general,A,english_like,rare,low,2026071101,2026071102,6
S03813,Çetin Baltacı,B39,philosophy,felsefe,ISCED-F 2013,0223 Philosophy and ethics,textiles,tekstil,NACE Rev. 2.1,C13 Manufacture of textiles,general,B,turkish_like,medium,medium,2026071101,2026071102,6
S03814,Tuncay Demirel,B39,medicine,tıp,ISCED-F 2013,0912 Medicine,banking,finans,NACE Rev. 2.1,K64 Financial service activities,technology,A,turkish_like,rare,medium,2026071101,2026071102,6
S03815,Celka Shapiro,B39,psychology,psikoloji,ISCED-F 2013,0313 Psychology,engineering,teknik,NACE Rev. 2.1,M71 Architectural and engineering activities,general,B,english_like,medium,low,2026071101,2026071102,6
S03816,Özlem Gürbüz,B39,quantitative methods,matematik,ISCED-F 2013,0541 Mathematics,chemicals,kimya,NACE Rev. 2.1,C20 Manufacture of chemicals,general,B,turkish_like,medium,medium,2026071101,2026071102,6
S03817,Bernette Mcmanus,B39,archaeology,arkeoloji,ISCED-F 2013,0222 History and archaeology,arts,sanat,NACE Rev. 2.1,R90 Creative arts and entertainment,logistics,A,english_like,medium,low,2026071101,2026071102,6
S03818,Şadi Kırhan,B39,economics,ekonomi,ISCED-F 2013,0311 Economics,software,teknoloji,NACE Rev. 2.1,J62 Computer programming and consultancy,public_service,A,turkish_like,rare,medium,2026071101,2026071102,6
S03819,Konuralp Öz,B39,geography,coğrafya,ISCED-F 2013,0532 Earth sciences,accounting,muhasebe,NACE Rev. 2.1,M69 Legal and accounting activities,general,B,turkish_like,medium,low,2026071101,2026071102,6
S03820,Deniz Engiz,B39,pharmacy,ilaç,ISCED-F 2013,0916 Pharmacy,chemicals,kimya,NACE Rev. 2.1,C20 Manufacture of chemicals,general,A,turkish_like,common,low,2026071101,2026071102,6
S03821,Beatrisa Aguilar,B39,computing,bilişim,ISCED-F 2013,0613 Software and applications development,banking,finans,NACE Rev. 2.1,K64 Financial service activities,general,A,english_like,common,low,2026071101,2026071102,6
S03822,İlkay Soykamer,B39,medicine,tıp,ISCED-F 2013,0912 Medicine,construction,inşaat,NACE Rev. 2.1,F Construction,engineering,A,turkish_like,common,low,2026071101,2026071102,6
S03823,Ava Pacheco,B39,theatre,tiyatro,ISCED-F 2013,0215 Music and performing arts,security,güvenlik,NACE Rev. 2.1,N80 Security and investigation activities,engineering,B,english_like,common,low,2026071101,2026071102,6
S03824,Minta Villalobos,B39,animal care,hayvan,ISCED-F 2013,0841 Veterinary,maritime,deniz,NACE Rev. 2.1,H50 Water transport,public_service,B,english_like,rare,low,2026071101,2026071102,6
S03825,Songül Çetin,B39,biology,biyoloji,ISCED-F 2013,0511 Biology,welfare,refah,NACE Rev. 2.1,Q88 Social work activities,general,B,turkish_like,common,low,2026071101,2026071102,6
S03826,Aybegüm Uyğun,B39,data analytics,veri bilimi,ISCED-F 2013,0613 Software and applications development,textiles,tekstil,NACE Rev. 2.1,C13 Manufacture of textiles,legal,A,turkish_like,medium,medium,2026071101,2026071102,6
S03827,Marja Bridges,B39,politics,siyaset,ISCED-F 2013,0312 Political sciences and civics,farming,tarım,NACE Rev. 2.1,A Agriculture forestry and fishing,sports,B,english_like,medium,low,2026071101,2026071102,6
S03828,Gülşah Ahıskalı,B39,psychology,psikoloji,ISCED-F 2013,0313 Psychology,law,hukuk,NACE Rev. 2.1,M69 Legal and accounting activities,general,B,turkish_like,common,low,2026071101,2026071102,6
S03829,Ariel Rich,B39,cultural analysis,sosyal,ISCED-F 2013,0314 Sociology and cultural studies,welfare,refah,NACE Rev. 2.1,Q88 Social work activities,general,B,english_like,common,low,2026071101,2026071102,6
S03830,Selinda Rhodes,B39,architecture,mimarlık,ISCED-F 2013,0731 Architecture and town planning,retail,perakende,NACE Rev. 2.1,G47 Retail trade,engineering,A,english_like,medium,low,2026071101,2026071102,6
S03831,Hatun Ezer,B39,animal care,hayvan,ISCED-F 2013,0841 Veterinary,arts,sanat,NACE Rev. 2.1,R90 Creative arts and entertainment,general,A,turkish_like,rare,medium,2026071101,2026071102,6
S03832,Bliss Escobar,B39,governance,kamu,ISCED-F 2013,0413 Management and administration,hotels,otel,NACE Rev. 2.1,I Accommodation and food service activities,administration,B,english_like,medium,low,2026071101,2026071102,6
S03833,Celinda Escobar,B39,chemistry,kimya,ISCED-F 2013,0531 Chemistry,communications,telekom,NACE Rev. 2.1,J61 Telecommunications,hospitality,B,english_like,medium,low,2026071101,2026071102,6
S03834,Sevda Kazan,B39,software,programlama,ISCED-F 2013,0613 Software and applications development,fashion,moda,NACE Rev. 2.1,C14 Manufacture of wearing apparel,research,A,turkish_like,medium,low,2026071101,2026071102,6
S03835,Malia Rocha,B39,media studies,basın,ISCED-F 2013,0321 Journalism and reporting,construction,inşaat,NACE Rev. 2.1,F Construction,entertainment,B,english_like,medium,medium,2026071101,2026071102,6
S03836,Miguelita Bernal,B39,exercise science,hareket,ISCED-F 2013,1014 Sports,research,bilim,NACE Rev. 2.1,M72 Scientific research and development,entertainment,A,english_like,rare,high,2026071101,2026071102,6
S03837,Chery Harrison,B39,history,tarih,ISCED-F 2013,0222 History and archaeology,automotive,otomotiv,NACE Rev. 2.1,C29 Manufacture of motor vehicles,general,A,english_like,common,low,2026071101,2026071102,6
S03838,Melda Turgut,B39,management,yönetim,ISCED-F 2013,0413 Management and administration,investment,yatirim,NACE Rev. 2.1,K66 Activities auxiliary to financial services,general,A,turkish_like,common,medium,2026071101,2026071102,6
S03839,Serpil Çeçen,B39,management,yönetim,ISCED-F 2013,0413 Management and administration,airlines,uçuş,NACE Rev. 2.1,H51 Air transport,engineering,B,turkish_like,medium,low,2026071101,2026071102,6
S03840,Emelita Bradley,B39,logistics,lojistik,ISCED-F 2013,1041 Transport services,books,yayın,NACE Rev. 2.1,J58 Publishing activities,public_service,B,english_like,medium,low,2026071101,2026071102,6
S03841,Lynnelle Bray,B39,anthropology,antropoloji,ISCED-F 2013,0314 Sociology and cultural studies,hotels,otel,NACE Rev. 2.1,I Accommodation and food service activities,logistics,A,english_like,medium,low,2026071101,2026071102,6
S03842,Theodosia Morgan,B39,film studies,sinema,ISCED-F 2013,0211 Audio-visual techniques and media production,insurance,sigorta,NACE Rev. 2.1,K65 Insurance and pension funding,technology,B,english_like,medium,medium,2026071101,2026071102,6
S03843,Astrix Parrish,B39,music,müzik,ISCED-F 2013,0215 Music and performing arts,investment,yatirim,NACE Rev. 2.1,K66 Activities auxiliary to financial services,general,A,english_like,common,low,2026071101,2026071102,6
S03844,Veysi Göncü,B39,archaeology,arkeoloji,ISCED-F 2013,0222 History and archaeology,extraction,maden,NACE Rev. 2.1,B Mining and quarrying,entertainment,B,turkish_like,rare,medium,2026071101,2026071102,6
S03845,Raychel Raymond,B39,design,dizayn,ISCED-F 2013,0212 Fashion interior and industrial design,space,uzay,NACE Rev. 2.1,C30 Manufacture of other transport equipment,general,A,english_like,rare,low,2026071101,2026071102,6
S03846,Cecilia Warren,B39,law,hukuk,ISCED-F 2013,0421 Law,catering,yemek,NACE Rev. 2.1,I56 Food and beverage service activities,general,B,english_like,common,low,2026071101,2026071102,6
S03847,Zekeriya Çelebi,B39,media studies,basın,ISCED-F 2013,0321 Journalism and reporting,energy,enerji,NACE Rev. 2.1,D Electricity gas steam and air conditioning supply,engineering,A,turkish_like,rare,medium,2026071101,2026071102,6
S03848,Betty Kelly,B39,biology,biyoloji,ISCED-F 2013,0511 Biology,retail,perakende,NACE Rev. 2.1,G47 Retail trade,sports,A,english_like,common,low,2026071101,2026071102,6
S03849,Nafiz Atmış,B39,cultural analysis,sosyal,ISCED-F 2013,0314 Sociology and cultural studies,pharmaceuticals,ilaç,NACE Rev. 2.1,C21 Manufacture of pharmaceutical products,general,B,turkish_like,rare,low,2026071101,2026071102,6
S03850,Kristyn Roberts,B39,dental studies,diş,ISCED-F 2013,0911 Dental studies,software,teknoloji,NACE Rev. 2.1,J62 Computer programming and consultancy,entertainment,B,english_like,medium,low,2026071101,2026071102,6
S03851,Neşe Talas,B39,communication,medya,ISCED-F 2013,0321 Journalism and reporting,healthcare,tıp,NACE Rev. 2.1,Q Human health and social work activities,education,A,turkish_like,medium,low,2026071101,2026071102,6
S03852,Brandie Wolfe,B39,forestry,ormanlar,ISCED-F 2013,0821 Forestry,energy,enerji,NACE Rev. 2.1,D Electricity gas steam and air conditioning supply,general,A,english_like,common,low,2026071101,2026071102,6
S03853,Ersagun Sert,B39,economics,ekonomi,ISCED-F 2013,0311 Economics,architecture,mimarlık,NACE Rev. 2.1,M71 Architectural and engineering activities,logistics,B,turkish_like,medium,medium,2026071101,2026071102,6
S03854,Eyüp Atlanoğlu,B39,marketing,pazarlama,ISCED-F 2013,0414 Marketing and advertising,recreation,egzersiz,NACE Rev. 2.1,R93 Sports activities,sports,A,turkish_like,rare,medium,2026071101,2026071102,6
S03855,Veronica Medrano,B39,tourism,turizm,ISCED-F 2013,1015 Travel tourism and leisure,tourism,turizm,NACE Rev. 2.1,N79 Travel agency and tour operator activities,general,B,english_like,rare,low,2026071101,2026071102,6
S03856,Lilli Mayer,B39,electricity,elektrik,ISCED-F 2013,0713 Electricity and energy,property,emlak,NACE Rev. 2.1,L Real estate activities,legal,B,english_like,medium,high,2026071101,2026071102,6
S03857,Mehri Öztaş,B39,dental studies,diş,ISCED-F 2013,0911 Dental studies,media,medya,NACE Rev. 2.1,J60 Programming and broadcasting,manual_labor,A,turkish_like,medium,low,2026071101,2026071102,6
S03858,Ardeen Wray,B39,accounting,muhasebe,ISCED-F 2013,0411 Accounting and taxation,gaming,oyun,NACE Rev. 2.1,J58 Publishing of computer games,general,B,english_like,medium,low,2026071101,2026071102,6
S03859,Cass Whitlock,B39,social care,bakım,ISCED-F 2013,0923 Social work and counselling,trade,ticaret,NACE Rev. 2.1,G46 Wholesale trade,hospitality,A,english_like,rare,low,2026071101,2026071102,6
S03860,Deloria Stevens,B39,communication,medya,ISCED-F 2013,0321 Journalism and reporting,logistics,lojistik,NACE Rev. 2.1,H52 Warehousing and support activities for transportation,general,B,english_like,common,low,2026071101,2026071102,6
S03861,Donica Sterling,B39,geography,coğrafya,ISCED-F 2013,0532 Earth sciences,railways,demiryolu,NACE Rev. 2.1,H49 Land transport,entertainment,A,english_like,medium,high,2026071101,2026071102,6
S03862,Arabella Grimes,B39,agriculture,tarım,ISCED-F 2013,0811 Crop and livestock production,pharmaceuticals,ilaç,NACE Rev. 2.1,C21 Manufacture of pharmaceutical products,education,A,english_like,common,medium,2026071101,2026071102,6
S03863,Lara Dickerson,B39,literature,edebiyat,ISCED-F 2013,0232 Literature and linguistics,insurance,sigorta,NACE Rev. 2.1,K65 Insurance and pension funding,public_service,A,english_like,medium,medium,2026071101,2026071102,6
S03864,Cate Norman,B39,mechanics,mekanik,ISCED-F 2013,0715 Mechanics and metal trades,entertainment,eğlence,NACE Rev. 2.1,R90 Creative arts and entertainment,finance,B,english_like,common,low,2026071101,2026071102,6
S03865,Sevil İzgi,B39,agriculture,tarım,ISCED-F 2013,0811 Crop and livestock production,maritime,deniz,NACE Rev. 2.1,H50 Water transport,general,B,turkish_like,medium,low,2026071101,2026071102,6
S03866,Tuncay Sever,B39,literature,edebiyat,ISCED-F 2013,0232 Literature and linguistics,books,yayın,NACE Rev. 2.1,J58 Publishing activities,sports,A,turkish_like,rare,low,2026071101,2026071102,6
S03867,Eser Sarı,B39,governance,kamu,ISCED-F 2013,0413 Management and administration,groceries,gıda,NACE Rev. 2.1,C10 Manufacture of food products,general,B,turkish_like,medium,low,2026071101,2026071102,6
S03868,Laurena Corcoran,B39,electricity,elektrik,ISCED-F 2013,0713 Electricity and energy,advertising,reklam,NACE Rev. 2.1,M73 Advertising and market research,sports,B,english_like,rare,medium,2026071101,2026071102,6
S03869,Berkan Can,B39,social care,bakım,ISCED-F 2013,0923 Social work and counselling,airlines,uçuş,NACE Rev. 2.1,H51 Air transport,sports,A,turkish_like,rare,low,2026071101,2026071102,6
S03870,Ashly Stanley,B39,design,dizayn,ISCED-F 2013,0212 Fashion interior and industrial design,healthcare,tıp,NACE Rev. 2.1,Q Human health and social work activities,entertainment,A,english_like,common,medium,2026071101,2026071102,6
S03871,Laurene Gutierrez,B39,linguistics,dilbilim,ISCED-F 2013,0232 Literature and linguistics,railways,demiryolu,NACE Rev. 2.1,H49 Land transport,legal,B,english_like,medium,medium,2026071101,2026071102,6
S03872,Arleen Bryant,B39,ecology,ekoloji,ISCED-F 2013,0521 Environmental sciences,engineering,teknik,NACE Rev. 2.1,M71 Architectural and engineering activities,logistics,B,english_like,common,low,2026071101,2026071102,6
S03873,Mehri Daylak,B39,business,işletme,ISCED-F 2013,0410 Business and administration,fashion,moda,NACE Rev. 2.1,C14 Manufacture of wearing apparel,general,A,turkish_like,rare,low,2026071101,2026071102,6
S03874,Bonita Murphy,B39,accounting,muhasebe,ISCED-F 2013,0411 Accounting and taxation,recreation,egzersiz,NACE Rev. 2.1,R93 Sports activities,administration,B,english_like,common,low,2026071101,2026071102,6
S03875,Nagihan Pekel,B39,nursing,hemşirelik,ISCED-F 2013,0913 Nursing and midwifery,fabrication,imalat,NACE Rev. 2.1,C Manufacturing,general,A,turkish_like,common,low,2026071101,2026071102,6
S03876,Emel Kulaksız,B39,fiscal studies,maliye,ISCED-F 2013,0412 Finance banking and insurance,architecture,mimarlık,NACE Rev. 2.1,M71 Architectural and engineering activities,general,B,turkish_like,common,low,2026071101,2026071102,6
S03877,Cheryl Dawkins,B39,marketing,pazarlama,ISCED-F 2013,0414 Marketing and advertising,infrastructure,altyapı,NACE Rev. 2.1,D-E Utilities and waste services,engineering,B,english_like,medium,low,2026071101,2026071102,6
S03878,Morena Thomson,B39,ecology,ekoloji,ISCED-F 2013,0521 Environmental sciences,extraction,maden,NACE Rev. 2.1,B Mining and quarrying,healthcare,B,english_like,rare,medium,2026071101,2026071102,6
S03879,Fadıl Karaoğlu,B39,music,müzik,ISCED-F 2013,0215 Music and performing arts,communications,telekom,NACE Rev. 2.1,J61 Telecommunications,entertainment,A,turkish_like,common,medium,2026071101,2026071102,6
S03880,Ersagun Kumbul,B39,chemistry,kimya,ISCED-F 2013,0531 Chemistry,timber,orman,NACE Rev. 2.1,A Agriculture forestry and fishing,general,A,turkish_like,medium,medium,2026071101,2026071102,6
S03881,Işıl Üstün,B39,film studies,sinema,ISCED-F 2013,0211 Audio-visual techniques and media production,consulting,strateji,NACE Rev. 2.1,M70 Management consultancy activities,general,B,turkish_like,common,low,2026071101,2026071102,6
S03882,Cele Daniel,B39,fiscal studies,maliye,ISCED-F 2013,0412 Finance banking and insurance,law,hukuk,NACE Rev. 2.1,M69 Legal and accounting activities,media,A,english_like,common,medium,2026071101,2026071102,6
S03883,Mevlüt Baygeldi,B39,nursing,hemşirelik,ISCED-F 2013,0913 Nursing and midwifery,government,kamu,NACE Rev. 2.1,O Public administration and defence,technology,B,turkish_like,rare,low,2026071101,2026071102,6
S03884,Abdulkerim Göksel,B39,construction,inşaat,ISCED-F 2013,0732 Building and civil engineering,timber,orman,NACE Rev. 2.1,A Agriculture forestry and fishing,general,B,turkish_like,rare,low,2026071101,2026071102,6
S03885,Bernie Gaines,B39,history,tarih,ISCED-F 2013,0222 History and archaeology,consulting,strateji,NACE Rev. 2.1,M70 Management consultancy activities,media,A,english_like,common,medium,2026071101,2026071102,6
S03886,Myrtice Mitchell,B39,architecture,mimarlık,ISCED-F 2013,0731 Architecture and town planning,accounting,muhasebe,NACE Rev. 2.1,M69 Legal and accounting activities,sports,B,english_like,medium,low,2026071101,2026071102,6
S03887,Cengiz Esmeray,B39,statistics,istatistik,ISCED-F 2013,0542 Statistics,research,bilim,NACE Rev. 2.1,M72 Scientific research and development,finance,B,turkish_like,rare,low,2026071101,2026071102,6
